iter	Logloss
118	0.6013794142
119	0.6012666346
120	0.6012000233
121	0.6011356216
122	0.6010648105
123	0.6010049605
124	0.6009173558
125	0.6008446028
126	0.6007524724
127	0.60068755
128	0.6006223434
129	0.600544159
130	0.600490314
131	0.6004419736
132	0.6003432545
133	0.6003114694
134	0.6002166146
135	0.6001562107
136	0.6000867888
137	0.6000205961
138	0.5999684652
139	0.5999328278
140	0.5998764381
141	0.5998012878
142	0.5997638891
143	0.5997332177
144	0.5996956014
145	0.5996290038
146	0.5995835982
147	0.5995320671
148	0.5995008203
149	0.5994544436
150	0.5994135871
151	0.5993637703
152	0.5993313618
153	0.599292929
154	0.599223521
155	0.5991448079
156	0.5991025031
157	0.599058504
158	0.5990132832
159	0.5989380058
160	0.5989078539
161	0.5988765941
162	0.5988479494
163	0.5988049491
164	0.5987229271
165	0.5986791369
166	0.5986408419
167	0.5985961386
168	0.5985642103
169	0.598528762
170	0.5985006203
171	0.5984652572
172	0.5984389545
173	0.5984147232
174	0.5983421194
175	0.5982499913
176	0.5982200612
177	0.5981919752
178	0.598153674
179	0.5981336484
180	0.5981047012
181	0.5980902675
182	0.5980775537
183	0.5980485719
184	0.5980248221
185	0.598007972
186	0.5979983753
187	0.5979596724
188	0.5978669396
189	0.5978580404
190	0.5978137054
191	0.597794418
192	0.5977639971
193	0.5977453137
194	0.5976973557
195	0.5976477795
196	0.5976260483
197	0.5975571588
198	0.5975181254
199	0.5975088749
200	0.5974805228
201	0.5974090436
202	0.5973854064
203	0.5973720757
204	0.5973207797
205	0.5972935845
206	0.5972481694
207	0.597235599
208	0.5972193915
209	0.5972016559
210	0.597172583
211	0.5970992005
212	0.597083607
213	0.597072529
214	0.597041478
215	0.5970186556
216	0.5970024942
217	0.5969757939
218	0.5969613649
219	0.5969407851
220	0.59693113
221	0.5969241029
222	0.5969061432
223	0.5968812801
224	0.5968565311
225	0.5968402552
226	0.5968206447
227	0.5967937472
228	0.5967853188
229	0.5967656142
230	0.5967421668
231	0.5966800268
232	0.5966144704
233	0.5965988643
234	0.5965798314
235	0.5965520127
236	0.5965086051
237	0.5964880244
238	0.5964582292
239	0.5964315604
240	0.5964246884
241	0.5964204364
242	0.5963658643
243	0.5963436563
244	0.5963211269
245	0.5963117311
246	0.5962971165
247	0.5962844274
248	0.5962781725
249	0.596260831
250	0.5962507045
251	0.5962068236
252	0.5961861905
253	0.5961569075
254	0.5961184113
255	0.5961042192
256	0.5960901846
257	0.5960620218
258	0.5960341247
259	0.5960031723
260	0.5959912666
261	0.5959720634
262	0.5959471324
263	0.5959332768
264	0.5959085576
265	0.5958552213
266	0.5957955013
267	0.5957888208
268	0.5957821861
269	0.5957570959
270	0.5957327913
271	0.5957075503
272	0.595645887
273	0.5956216403
274	0.5956135076
275	0.5955898996
276	0.595547773
277	0.5955335743
278	0.5954837261
279	0.5954707228
280	0.5954354454
281	0.5954313706
282	0.5954254494
283	0.595409104
284	0.5953790027
285	0.595370122
286	0.5953610757
287	0.5953524373
288	0.595326433
289	0.595306248
290	0.5952738077
291	0.5952561627
292	0.5952480999
293	0.5952450458
294	0.5952292896
295	0.5952252408
296	0.595207659
297	0.5951969725
298	0.5951805849
299	0.5951740201
300	0.595120747
301	0.5950979816
302	0.5950823259
303	0.5950755795
304	0.595071463
305	0.5950588588
306	0.5950459769
307	0.5950315742
308	0.5950124936
309	0.5949916629
310	0.5949861959
311	0.594931242
312	0.5949299721
313	0.5949037567
314	0.5948990881
315	0.5948953187
316	0.5948920425
317	0.594886315
318	0.5948679995
319	0.5948495523
320	0.5948469464
321	0.5948366288
322	0.5948004165
323	0.5947904457
324	0.5947356382
325	0.5947299995
326	0.5947247003
327	0.594723614
328	0.5947168826
329	0.5947090611
330	0.5947064171
331	0.5946771077
332	0.5946233104
333	0.5946166294
334	0.5946140716
335	0.5945721046
336	0.5945644664
337	0.5945554989
338	0.5945508498
339	0.59454314
340	0.594524061
341	0.5945177986
342	0.5944968683
343	0.5944888127
344	0.5944838239
345	0.5944783843
346	0.5944732677
347	0.5944719834
348	0.5944643472
349	0.5944614707
350	0.5944396161
351	0.5944371763
352	0.5944342034
353	0.5944317098
354	0.5944100313
355	0.5944049603
356	0.594377556
357	0.5943682517
358	0.5943616532
359	0.5943583287
360	0.5943545492
361	0.5943412772
362	0.5943347774
363	0.5943150309
364	0.5942593303
365	0.5942300454
366	0.5942088442
367	0.5941602723
368	0.5941310687
369	0.5941098987
370	0.5940954601
371	0.5940895579
372	0.5940768424
373	0.5940672076
374	0.5940486754
375	0.5940218279
376	0.5940016077
377	0.5939973091
378	0.5939960698
379	0.5939798044
380	0.5939681052
381	0.5939471689
382	0.5939407828
383	0.5939276858
384	0.5939065805
385	0.593905166
386	0.5939046527
387	0.5938999138
388	0.5938666402
389	0.5938304372
390	0.5938040298
391	0.5938007952
392	0.5937890168
393	0.5937862577
394	0.5937842333
395	0.5937794206
396	0.5937762368
397	0.5937608703
398	0.5937593174
399	0.5937185605
400	0.5937127052
401	0.5937084397
402	0.5936922222
403	0.5936627881
404	0.5936598312
405	0.5936361515
406	0.5936337492
407	0.5936022784
408	0.5935860616
409	0.5935526006
410	0.5935301356
411	0.593525185
412	0.5934998632
413	0.5934828475
414	0.5934787219
415	0.5934738758
416	0.5934648013
417	0.5934301562
418	0.5934253574
419	0.5934104382
420	0.5934078036
421	0.5933960037
422	0.5933715777
423	0.593359349
424	0.5933566284
425	0.5933202128
426	0.5932738177
427	0.5932655069
428	0.593264344
429	0.5932631262
430	0.5932515547
431	0.5932450186
432	0.5932429335
433	0.5932410353
434	0.5932394783
435	0.5932266456
436	0.5932191677
437	0.5932050433
438	0.5931852416
439	0.593182911
440	0.5931575835
441	0.5931517295
442	0.5931344389
443	0.5931321936
444	0.593130257
445	0.5931258664
446	0.5930836096
447	0.5930824465
448	0.5930725057
449	0.5930710951
450	0.5930638316
451	0.593036711
452	0.5929918337
453	0.5929901991
454	0.592940763
455	0.5929314314
456	0.592928374
457	0.5929095845
458	0.5928922122
459	0.5928895828
460	0.5928784287
461	0.5928611454
462	0.5928422199
463	0.5928374676
464	0.5928368374
465	0.5928159685
466	0.5928128647
467	0.5928088623
468	0.5928038937
469	0.5928032015
470	0.5928003338
471	0.5927562419
472	0.5927335104
473	0.59273295
474	0.5927305053
475	0.5927108199
476	0.5927088971
477	0.5927074408
478	0.5926903613
479	0.5926888527
480	0.5926786767
481	0.5926426124
482	0.5926254396
483	0.5925974026
484	0.5925811265
485	0.5925781262
486	0.5925754788
487	0.592568898
488	0.5925653894
489	0.5925616253
490	0.5925590316
491	0.5925585456
492	0.5925490759
493	0.5925465683
494	0.592545383
495	0.5925330081
496	0.5925244105
497	0.5925179368
498	0.5925160146
499	0.592515466
500	0.5925133666
501	0.5925011076
502	0.592494876
503	0.5924900517
504	0.5924834242
505	0.5924815102
506	0.5924457197
507	0.5924250849
508	0.5924237099
509	0.5924102356
510	0.5924037174
511	0.592386063
512	0.5923798535
513	0.5923660566
514	0.5923257178
515	0.5923142453
516	0.5922968077
517	0.5922955899
518	0.5922581111
519	0.5922536215
520	0.5922155805
521	0.5922142766
522	0.592206886
523	0.5921930563
524	0.5921876095
525	0.5921770294
526	0.5921607015
527	0.5921553165
528	0.5921448813
529	0.5921392129
530	0.5921377716
531	0.592134643
532	0.5921298168
533	0.5921266195
534	0.5921160574
535	0.592112053
536	0.5921028886
537	0.5920819842
538	0.5920652084
539	0.5920571445
540	0.5920566919
541	0.5920554091
542	0.5920517587
543	0.592048941
544	0.5920483863
545	0.5920168186
546	0.5920148175
547	0.5920132072
548	0.591978294
549	0.5919724762
550	0.5919695077
551	0.5919356876
552	0.5919341218
553	0.5919230686
554	0.5919134783
555	0.5919116447
556	0.5918777545
557	0.591868048
558	0.5918649583
559	0.591841988
560	0.5918300879
561	0.5918159324
562	0.5918130908
563	0.5918076731
564	0.5917769452
565	0.591761917
566	0.5917501208
567	0.5917455486
568	0.5917428441
569	0.5917403687
570	0.5917133098
571	0.5916940352
572	0.5916936794
573	0.5916905776
574	0.59167798
575	0.5916753613
576	0.5916581124
577	0.5916490454
578	0.5916434835
579	0.5916314759
580	0.5916196989
581	0.5916114063
582	0.5916089729
583	0.5916056229
584	0.5915910004
585	0.5915634645
586	0.5915517202
587	0.5915353681
588	0.5915311371
589	0.5915304048
590	0.5915076566
591	0.5914924049
592	0.5914766352
593	0.591458775
594	0.5914575159
595	0.5914461299
596	0.5914115652
597	0.5914111404
598	0.5913745687
599	0.5913622646
600	0.5913612665
601	0.591359421
602	0.5913539365
603	0.5913514328
604	0.5913510735
605	0.5913500572
606	0.5913207453
607	0.5913180946
608	0.5913164474
609	0.59130596
610	0.5913050828
611	0.5913031625
612	0.5912862917
613	0.5912659276
614	0.5912637035
615	0.5912615138
616	0.5912436356
617	0.59122253
618	0.5912141638
619	0.5911794301
620	0.5911762842
621	0.591144967
622	0.591133171
623	0.5911173284
624	0.5911064242
625	0.591074569
626	0.5910320619
627	0.5910212164
628	0.5910181159
629	0.5910163076
630	0.5910132481
631	0.5910100347
632	0.5909985628
633	0.5909773854
634	0.5909503867
635	0.5909500731
636	0.590929318
637	0.5908861485
638	0.5908853881
639	0.5908534188
640	0.5908327072
641	0.5908240441
642	0.5908188163
643	0.5908122278
644	0.5907990657
645	0.5907964541
646	0.5907781522
647	0.5907543082
648	0.5907137779
649	0.5907073949
650	0.5906937728
651	0.5906769736
652	0.5906737923
653	0.5906630054
654	0.5906468086
655	0.5906366717
656	0.5906315132
657	0.5906152853
658	0.5906021084
659	0.5905984967
660	0.5905846736
661	0.5905617089
662	0.5905601158
663	0.5905230011
664	0.5905054035
665	0.5904890873
666	0.5904625517
667	0.5904578718
668	0.5904271073
669	0.5904267525
670	0.5904122486
671	0.5904096914
672	0.5903989182
673	0.5903867792
674	0.5903456057
675	0.5903321404
676	0.5903297939
677	0.5903030437
678	0.5902985264
679	0.5902982452
680	0.5902928544
681	0.5902822412
682	0.590270649
683	0.590247906
684	0.5902301178
685	0.5901919279
686	0.5901855706
687	0.590165218
688	0.590164753
689	0.5901375582
690	0.5901358573
691	0.5900965529
692	0.5900833288
693	0.5900500813
694	0.5900394513
695	0.5900211703
696	0.5899831178
697	0.5899823939
698	0.5899563942
699	0.5899301533
700	0.5898950992
701	0.5898725882
702	0.5898691182
703	0.5898519254
704	0.5898363421
705	0.5898315181
706	0.5898170576
707	0.5897806845
708	0.5897675497
709	0.5897286589
710	0.5897282272
711	0.5897153505
712	0.589698307
713	0.5896840144
714	0.5896723708
715	0.5896326282
716	0.5896149243
717	0.5895852078
718	0.5895478327
719	0.5895205547
720	0.5895015217
721	0.5894833909
722	0.5894780869
723	0.5894778785
724	0.5894608802
725	0.5894272754
726	0.5894103871
727	0.5893951836
728	0.5893915981
729	0.5893804642
730	0.5893530756
731	0.5893361818
732	0.5893245707
733	0.5892839269
734	0.5892618902
735	0.58925748
736	0.5892397787
737	0.5892281836
738	0.5892149255
739	0.5892001006
740	0.5891888435
741	0.5891625776
742	0.5891480848
743	0.5891366589
744	0.5890977119
745	0.5890674577
746	0.5890487882
747	0.5890330214
748	0.5890229138
749	0.5889907722
750	0.5889724429
751	0.588947541
752	0.5889390149
753	0.5889226971
754	0.5889122746
755	0.5888935772
756	0.5888874945
757	0.5888687918
758	0.588857369
759	0.5888245302
760	0.5888168873
761	0.5887825486
762	0.5887760568
763	0.5887436574
764	0.5887373847
765	0.5887223412
766	0.5886903638
767	0.588676276
768	0.5886705624
769	0.5886422689
770	0.5886128437
771	0.5886043245
772	0.5885946607
773	0.5885943278
774	0.5885787869
775	0.5885637544
776	0.5885373759
777	0.5885334085
778	0.5885142781
779	0.5884882786
780	0.5884648163
781	0.5884507255
782	0.5884343022
783	0.5884146607
784	0.588405222
785	0.5884025218
786	0.5883949015
787	0.5883583553
788	0.5883432432
789	0.5883305775
790	0.5883246433
791	0.5882973194
792	0.5882712287
793	0.5882623195
794	0.5882472315
795	0.588239368
796	0.5882143951
797	0.5882053071
798	0.5881785015
799	0.5881560032
800	0.5881319465
801	0.5881062248
802	0.5880918043
803	0.5880702245
804	0.5880501661
805	0.5880363682
806	0.5880236067
807	0.5880065194
808	0.5880022366
809	0.5879934133
810	0.5879700605
811	0.5879645854
812	0.5879536295
813	0.5879435019
814	0.5879315331
815	0.5879192486
816	0.5879115901
817	0.5878947185
818	0.5878742608
819	0.5878642917
820	0.587847755
821	0.5878203578
822	0.5878008801
823	0.5877879414
824	0.5877688513
825	0.5877676605
826	0.5877487791
827	0.5877381443
828	0.5877035521
829	0.5876828601
830	0.5876559844
831	0.5876381988
832	0.5876309995
833	0.5876058691
834	0.5875919177
835	0.5875822355
836	0.5875613582
837	0.5875481343
838	0.5875404072
839	0.5875216925
840	0.5875094264
841	0.5875012982
842	0.5874946704
843	0.5874839121
844	0.5874831644
845	0.5874633199
846	0.5874480075
847	0.5874414496
848	0.5874336935
849	0.5874250111
850	0.5874121013
851	0.5874055156
852	0.5873844057
853	0.5873782146
854	0.5873623166
855	0.5873540264
856	0.5873489232
857	0.587338177
858	0.5873337744
859	0.5873288828
860	0.5873098498
861	0.5872968284
862	0.5872913461
863	0.5872765155
864	0.5872656091
865	0.5872436251
866	0.5872376707
867	0.5872265259
868	0.587213771
869	0.5872079119
870	0.5871956575
871	0.5871756163
872	0.587171991
873	0.5871575713
874	0.5871473674
875	0.5871351825
876	0.5871300261
877	0.5871205386
878	0.5871093371
879	0.5870996474
880	0.5870922151
881	0.5870761011
882	0.5870563837
883	0.5870467689
884	0.5870419174
885	0.5870281175
886	0.5870215835
887	0.5870033316
888	0.5869828979
889	0.5869776251
890	0.5869708214
891	0.5869519033
892	0.586934395
893	0.5869245542
894	0.5869114621
895	0.5869081063
896	0.5868946423
897	0.5868894018
898	0.5868774234
899	0.5868563966
900	0.5868452484
901	0.5868363383
902	0.5868212013
903	0.5868106522
904	0.5867938541
905	0.5867881142
906	0.586766621
907	0.5867562447
908	0.586755892
909	0.5867489462
910	0.5867404469
911	0.5867379669
912	0.5867325026
913	0.586715607
914	0.5867051009
915	0.5866943414
916	0.5866779461
917	0.5866681847
918	0.586652073
919	0.5866394123
920	0.5866308813
921	0.5866251021
922	0.5866063304
923	0.5866005216
924	0.5865911466
925	0.5865852168
926	0.5865755204
927	0.5865677753
928	0.5865623758
929	0.5865620708
930	0.5865617915
931	0.586552248
932	0.5865355573
933	0.5865227759
934	0.5865025342
935	0.586493456
936	0.5864774385
937	0.5864771117
938	0.5864501272
939	0.5864412598
940	0.5864319472
941	0.5864146205
942	0.5863950712
943	0.586379994
944	0.5863722591
945	0.5863568039
946	0.5863518173
947	0.5863440432
948	0.5863345436
949	0.5863261743
950	0.5863199921
951	0.5863147947
952	0.5863070555
953	0.5862995112
954	0.5862924954
955	0.5862756396
956	0.5862709515
957	0.5862703679
958	0.5862453361
959	0.5862376349
960	0.5862270676
961	0.5862064588
962	0.5861997021
963	0.5861952485
964	0.5861842215
965	0.5861689543
966	0.5861685171
967	0.5861647054
968	0.5861560153
969	0.5861471727
970	0.5861232685
971	0.5861084976
972	0.5861000962
973	0.5860923664
974	0.5860878743
975	0.5860740581
976	0.5860655089
977	0.5860599536
978	0.586045138
979	0.5860349669
980	0.5860163153
981	0.5860107278
982	0.5859954208
983	0.5859887616
984	0.5859817265
985	0.5859772818
986	0.5859686078
987	0.5859607095
988	0.5859444658
989	0.5859395624
990	0.5859374491
991	0.5859224806
992	0.5859170988
993	0.5859094787
994	0.5859019802
995	0.585893653
996	0.5858810931
997	0.5858672136
998	0.5858578137
999	0.585843605
1000	0.5858359465
1001	0.5858254581
1002	0.5858137269
1003	0.5858000946
1004	0.5857876245
1005	0.5857731724
1006	0.5857591189
1007	0.5857549365
1008	0.585753102
1009	0.5857392072
1010	0.5857358925
1011	0.5857269682
1012	0.5857216328
1013	0.5857083217
1014	0.5857025972
1015	0.58569845
1016	0.5856916987
1017	0.5856864246
1018	0.5856772965
1019	0.5856725891
1020	0.5856711937
1021	0.5856647655
1022	0.585653175
1023	0.5856389994
1024	0.5856349861
1025	0.5856277915
1026	0.5856034886
1027	0.5855969556
1028	0.5855895061
1029	0.5855836921
1030	0.5855700008
1031	0.5855656382
1032	0.585558765
1033	0.5855507827
1034	0.5855394149
1035	0.585536203
1036	0.5855322062
1037	0.5855269508
1038	0.5855196906
1039	0.5855070384
1040	0.5854940349
1041	0.585486953
1042	0.5854822238
1043	0.5854768638
1044	0.5854706577
1045	0.5854533307
1046	0.5854360169
1047	0.5854285604
1048	0.5854217421
1049	0.585406822
1050	0.5853944723
1051	0.5853886906
1052	0.5853766545
1053	0.5853553369
1054	0.5853453775
1055	0.5853380468
1056	0.5853262649
1057	0.5853259259
1058	0.5853209581
1059	0.5853125807
1060	0.5852988331
1061	0.5852945474
1062	0.5852884282
1063	0.5852787651
1064	0.5852745836
1065	0.5852629349
1066	0.5852570085
1067	0.5852503371
1068	0.5852300341
1069	0.5852241375
1070	0.5852230832
1071	0.5852184542
1072	0.5852135783
1073	0.585213309
1074	0.5852076451
1075	0.585199634
1076	0.5851886299
1077	0.5851768899
1078	0.5851633115
1079	0.5851590043
1080	0.5851539219
1081	0.5851445423
1082	0.5851363629
1083	0.5851310203
1084	0.585127819
1085	0.5851177169
1086	0.5851136063
1087	0.585107537
1088	0.5851056584
1089	0.5850990729
1090	0.5850934474
1091	0.5850932843
1092	0.5850844611
1093	0.5850771386
1094	0.5850636187
1095	0.5850527532
1096	0.5850473986
1097	0.5850419896
1098	0.585032402
1099	0.5850213504
1100	0.5850147044
1101	0.5850079179
1102	0.5850071006
1103	0.585000239
1104	0.5849948475
1105	0.584990924
1106	0.5849853838
1107	0.5849768771
1108	0.5849666365
1109	0.5849539739
1110	0.5849460878
1111	0.5849404334
1112	0.584923213
1113	0.5849173806
1114	0.5849061333
1115	0.5849008465
1116	0.5848975818
1117	0.5848909003
1118	0.584886421
1119	0.5848761562
1120	0.5848669681
1121	0.5848540055
1122	0.5848486668
1123	0.5848417367
1124	0.5848307688
1125	0.5848252178
1126	0.5848152076
1127	0.5848095842
1128	0.5847974598
1129	0.5847936363
1130	0.584789419
1131	0.5847705636
1132	0.5847598051
1133	0.5847547444
1134	0.5847497253
1135	0.5847364409
1136	0.5847267031
1137	0.5847217972
1138	0.5847169115
1139	0.584706268
1140	0.5846966603
1141	0.5846887759
1142	0.5846806484
1143	0.5846804693
1144	0.5846741025
1145	0.5846604848
1146	0.5846551083
1147	0.58465114
1148	0.5846466642
1149	0.5846464743
1150	0.5846438094
1151	0.5846247852
1152	0.5846145726
1153	0.5846108329
1154	0.584596986
1155	0.5845920624
1156	0.5845847374
1157	0.5845795223
1158	0.5845727564
1159	0.5845682049
1160	0.5845654128
1161	0.5845572114
1162	0.5845499024
1163	0.5845452606
1164	0.584539915
1165	0.5845338101
1166	0.5845276641
1167	0.5845230449
1168	0.5845164769
1169	0.5845112887
1170	0.5844982471
1171	0.5844978188
1172	0.5844861509
1173	0.5844859763
1174	0.5844790535
1175	0.5844735516
1176	0.584463086
1177	0.5844507472
1178	0.5844375675
1179	0.5844320364
1180	0.5844244188
1181	0.5844178206
1182	0.5844072968
1183	0.5843906601
1184	0.5843877409
1185	0.584376351
1186	0.5843690584
1187	0.5843533004
1188	0.5843486331
1189	0.584337635
1190	0.5843278111
1191	0.5843211528
1192	0.5843168878
1193	0.5843141159
1194	0.5843093591
1195	0.5843002294
1196	0.5842954039
1197	0.5842952191
1198	0.5842916312
1199	0.584274413
1200	0.5842661179
1201	0.5842599513
1202	0.584241829
1203	0.5842391322
1204	0.5842301689
1205	0.5842182903
1206	0.5842077888
1207	0.5842028086
1208	0.5841975648
1209	0.5841961372
1210	0.5841850078
1211	0.5841773257
1212	0.5841650768
1213	0.5841524056
1214	0.5841459388
1215	0.5841416075
1216	0.5841411898
1217	0.5841368727
1218	0.5841259115
1219	0.5841226807
1220	0.5841096308
1221	0.5841053395
1222	0.5840904048
1223	0.5840899875
1224	0.5840850125
1225	0.5840764951
1226	0.584071191
1227	0.5840652666
1228	0.5840538664
1229	0.5840461041
1230	0.5840421244
1231	0.584036333
1232	0.5840262811
1233	0.5840168354
1234	0.5840156353
1235	0.5840082786
1236	0.5839937807
1237	0.583990108
1238	0.5839860924
1239	0.5839801897
1240	0.5839742178
1241	0.5839658527
1242	0.583957693
1243	0.5839441955
1244	0.5839366644
1245	0.5839283903
1246	0.5839148984
1247	0.5839077756
1248	0.5839026974
1249	0.5838931186
1250	0.5838923375
1251	0.5838862767
1252	0.5838809489
1253	0.5838806844
1254	0.5838749189
1255	0.5838644701
1256	0.5838550438
1257	0.5838523133
1258	0.5838486009
1259	0.5838412754
1260	0.5838409558
1261	0.5838361794
1262	0.583834951
1263	0.5838288222
1264	0.583815704
1265	0.5838132357
1266	0.5838096019
1267	0.5838055493
1268	0.5837977882
1269	0.5837869355
1270	0.5837831882
1271	0.5837737197
1272	0.5837649245
1273	0.5837611297
1274	0.5837546029
1275	0.5837478634
1276	0.5837421593
1277	0.583736706
1278	0.5837294932
1279	0.5837238628
1280	0.5837204508
1281	0.5837156187
1282	0.5837103125
1283	0.5837051657
1284	0.5836994011
1285	0.5836873383
1286	0.5836836514
1287	0.5836759466
1288	0.5836646584
1289	0.5836573044
1290	0.5836460184
1291	0.583639932
1292	0.5836284647
1293	0.5836240944
1294	0.5836186639
1295	0.5836154218
1296	0.583604864
1297	0.5835930496
1298	0.5835928072
1299	0.5835887798
1300	0.5835813252
1301	0.5835717795
1302	0.5835706502
1303	0.5835645998
1304	0.5835594123
1305	0.5835557492
1306	0.5835508999
1307	0.5835362935
1308	0.5835357477
1309	0.5835303864
1310	0.5835214077
1311	0.5835157604
1312	0.5835103409
1313	0.5835072055
1314	0.583505114
1315	0.5834977871
1316	0.5834833778
1317	0.5834783254
1318	0.5834748239
1319	0.5834653423
1320	0.583456025
1321	0.5834491508
1322	0.5834451854
1323	0.5834369461
1324	0.5834315463
1325	0.5834301646
1326	0.5834259542
1327	0.5834207161
1328	0.5834203651
1329	0.5834152378
1330	0.5834088616
1331	0.5834077629
1332	0.583401999
1333	0.5833979139
1334	0.5833931025
1335	0.5833866064
1336	0.5833769745
1337	0.5833716195
1338	0.5833694457
1339	0.5833561153
1340	0.5833524326
1341	0.5833468852
1342	0.5833400571
1343	0.5833345916
1344	0.583327596
1345	0.5833226755
1346	0.5833198765
1347	0.5833091189
1348	0.5833042743
1349	0.5833011523
1350	0.583294286
1351	0.5832901171
1352	0.5832808799
1353	0.5832701885
1354	0.5832584612
1355	0.5832516424
1356	0.5832498236
1357	0.5832419154
1358	0.5832338305
1359	0.5832302076
1360	0.5832267341
1361	0.5832216976
1362	0.5832157788
1363	0.5832039415
1364	0.5831989398
1365	0.5831968778
1366	0.5831930056
1367	0.5831881558
1368	0.5831760002
1369	0.5831706356
1370	0.5831703179
1371	0.5831641803
1372	0.5831593025
1373	0.5831527972
1374	0.5831409539
1375	0.5831393715
1376	0.5831298632
1377	0.5831212655
1378	0.5831177246
1379	0.5831059216
1380	0.5830949296
1381	0.5830868079
1382	0.583082733
1383	0.5830780221
1384	0.5830732045
1385	0.5830647964
1386	0.5830560457
1387	0.5830475444
1388	0.5830418982
1389	0.5830348206
1390	0.5830285458
1391	0.5830237813
1392	0.583020149
1393	0.5830111241
1394	0.5830041855
1395	0.5830036116
1396	0.5829989928
1397	0.5829970484
1398	0.5829939771
1399	0.5829888396
1400	0.5829856524
1401	0.5829796917
1402	0.5829701109
1403	0.5829644087
1404	0.5829600993
1405	0.5829536652
1406	0.5829472455
1407	0.5829380957
1408	0.5829321193
1409	0.5829259562
1410	0.5829233987
1411	0.5829204622
1412	0.582914478
1413	0.5829098514
1414	0.5829066241
1415	0.5828970184
1416	0.5828869049
1417	0.5828831078
1418	0.5828796164
1419	0.5828746356
1420	0.5828653196
1421	0.5828598971
1422	0.5828530727
1423	0.5828441771
1424	0.5828402518
1425	0.5828366448
1426	0.5828318507
1427	0.5828276773
1428	0.582823199
1429	0.582814371
1430	0.5828063573
1431	0.5828015873
1432	0.5827989799
1433	0.5827956891
1434	0.5827922817
1435	0.5827866964
1436	0.5827857802
1437	0.5827831388
1438	0.5827797124
1439	0.5827721328
1440	0.5827675219
1441	0.5827641871
1442	0.5827605832
1443	0.5827573248
1444	0.5827531689
1445	0.5827525201
1446	0.5827418176
1447	0.5827333078
1448	0.5827319684
1449	0.5827212793
1450	0.5827155747
1451	0.5827036179
1452	0.5827001936
1453	0.5826972886
1454	0.5826911713
1455	0.5826866932
1456	0.5826803092
1457	0.5826759631
1458	0.5826701733
1459	0.5826635429
1460	0.5826529141
1461	0.5826482334
1462	0.5826478932
1463	0.5826448486
1464	0.5826404032
1465	0.5826355249
1466	0.5826319116
1467	0.5826276999
1468	0.5826218158
1469	0.5826153368
1470	0.5826116425
1471	0.5826106959
1472	0.5826050626
1473	0.5825989152
1474	0.5825924568
1475	0.5825916
1476	0.5825815651
1477	0.5825745537
1478	0.5825713924
1479	0.5825670058
1480	0.5825608693
1481	0.5825554917
1482	0.5825524062
1483	0.5825507534
1484	0.5825438272
1485	0.5825391601
1486	0.582531155
1487	0.5825275284
1488	0.5825250058
1489	0.5825189856
1490	0.5825106734
1491	0.5825074205
1492	0.5825062449
1493	0.582501864
1494	0.5824986224
1495	0.5824901625
1496	0.5824857588
1497	0.5824791103
1498	0.582476237
1499	0.582469895
1500	0.5824626407
1501	0.582457921
1502	0.5824528741
1503	0.5824450815
1504	0.582440985
1505	0.5824374587
1506	0.5824340021
1507	0.5824307421
1508	0.5824257066
1509	0.5824160869
1510	0.5824102763
1511	0.5824056332
1512	0.5824001913
1513	0.5823910619
